phenotype_id,phenotype_name,ecotype_id,value,replicate_id
3,SD,7516,200.0,1
3,SD,7517,200.0,1
3,SD,7518,200.0,1
3,SD,7519,109.875283333,1
3,SD,7520,95.0417,1
3,SD,7521,110.292,1
3,SD,7522,93.23336,1
3,SD,7523,200.0,1
3,SD,7524,200.0,1
3,SD,7525,115.54195,1
3,SD,7526,200.0,1
3,SD,8213,65.1666666667,1
3,SD,8214,94.7014666667,1
3,SD,8215,103.03495,1
3,SD,8222,200.0,1
3,SD,8230,200.0,1
3,SD,8236,97.8681833333,1
3,SD,8237,200.0,1
3,SD,8239,91.7014666667,1
3,SD,8240,200.0,1
3,SD,8241,157.021,1
3,SD,8242,200.0,1
3,SD,8243,200.0,1
3,SD,8245,83.0,1
3,SD,8247,200.0,1
3,SD,8249,200.0,1
3,SD,8254,86.50695,1
3,SD,8256,85.3472333333,1
3,SD,8258,111.708666667,1
3,SD,8259,106.0315,1
3,SD,8264,106.5419,1
3,SD,8265,77.3333333333,1
3,SD,8270,92.6876166667,1
3,SD,8271,92.7014666667,1
3,SD,8274,93.0417,1
3,SD,8275,105.04195,1
3,SD,8283,200.0,1
3,SD,8284,89.82502,1
3,SD,8285,88.3403333333,1
3,SD,8290,71.5,1
3,SD,8296,77.6666666667,1
3,SD,8297,200.0,1
3,SD,8300,88.02085,1
3,SD,8306,200.0,1
3,SD,8310,77.3402833333,1
3,SD,8311,114.792,1
3,SD,8312,81.0,1
3,SD,8313,100.208566667,1
3,SD,8314,77.6666666667,1
3,SD,8323,117.701466667,1
3,SD,8325,77.0,1
3,SD,8326,98.04182,1
3,SD,8329,74.00834,1
3,SD,8334,92.2417,1
3,SD,8335,200.0,1
3,SD,8337,111.375333333,1
3,SD,8343,86.01395,1
3,SD,8351,200.0,1
3,SD,8353,60.6666666667,1
3,SD,8357,78.0,1
3,SD,8365,72.3333333333,1
3,SD,8369,200.0,1
3,SD,8374,77.5,1
3,SD,8376,200.0,1
3,SD,8378,87.8541833333,1
3,SD,8387,90.5278,1
3,SD,8388,67.4,1
3,SD,8389,81.6,1
3,SD,8395,76.8403333333,1
3,SD,8411,86.6875666667,1
3,SD,8424,92.21674,1
4,SDV,5837,42.3333333333,1
4,SDV,6008,58.0,1
4,SDV,6009,74.6666666667,1
4,SDV,6016,55.0,1
4,SDV,6040,78.0,1
4,SDV,6042,53.6666666667,1
4,SDV,6043,99.0,1
4,SDV,6046,117.2,1
4,SDV,6074,135.333333333,1
4,SDV,6243,50.0,1
4,SDV,6709,61.0,1
4,SDV,6897,72.5,1
4,SDV,6898,48.1666666667,1
4,SDV,6899,79.3333333333,1
4,SDV,6900,107.5,1
4,SDV,6901,61.5,1
4,SDV,6903,56.8333333333,1
4,SDV,6904,36.8333333333,1
4,SDV,6905,76.3333333333,1
4,SDV,6906,27.0,1
4,SDV,6907,53.6666666667,1
4,SDV,6908,62.25,1
4,SDV,6909,56.8333333333,1
4,SDV,6910,34.5,1
4,SDV,6911,26.3333333333,1
4,SDV,6914,53.5,1
4,SDV,6915,55.6666666667,1
4,SDV,6916,68.3333333333,1
4,SDV,6917,171.5,1
4,SDV,6918,200.0,1
4,SDV,6919,49.5,1
4,SDV,6920,66.1666666667,1
4,SDV,6921,71.0,1
4,SDV,6922,45.0,1
4,SDV,6923,59.8,1
4,SDV,6924,48.3333333333,1
4,SDV,6926,35.8333333333,1
4,SDV,6927,72.8333333333,1
4,SDV,6928,71.0,1
4,SDV,6929,42.8333333333,1
4,SDV,6930,33.0,1
4,SDV,6931,42.1666666667,1
4,SDV,6932,61.2,1
4,SDV,6933,37.6666666667,1
4,SDV,6936,40.5,1
4,SDV,6937,51.6666666667,1
4,SDV,6939,68.0,1
4,SDV,6940,70.0,1
4,SDV,6942,60.1666666667,1
4,SDV,6943,51.3333333333,1
4,SDV,6944,46.3333333333,1
4,SDV,6945,64.3333333333,1
4,SDV,6946,64.8333333333,1
4,SDV,6951,47.1666666667,1
4,SDV,6956,50.0,1
4,SDV,6957,47.0,1
4,SDV,6958,50.0,1
4,SDV,6959,52.3333333333,1
4,SDV,6960,38.8333333333,1
4,SDV,6961,31.6666666667,1
4,SDV,6962,38.8333333333,1
4,SDV,6963,37.5,1
4,SDV,6964,200.0,1
4,SDV,6965,80.6666666667,1
4,SDV,6966,46.8333333333,1
4,SDV,6967,42.0,1
4,SDV,6968,70.8333333333,1
4,SDV,6969,77.5,1
4,SDV,6970,32.3333333333,1
4,SDV,6971,39.8,1
4,SDV,6972,50.5,1
4,SDV,6973,59.5,1
4,SDV,6974,161.333333333,1
4,SDV,6975,50.3333333333,1
4,SDV,6976,55.3333333333,1
4,SDV,6977,64.3333333333,1
4,SDV,6978,52.0,1
4,SDV,6979,47.8333333333,1
4,SDV,6980,57.0,1
4,SDV,6981,33.1666666667,1
4,SDV,6982,43.8333333333,1
4,SDV,6983,88.5,1
4,SDV,6984,44.1666666667,1
4,SDV,6985,47.3333333333,1
4,SDV,6988,42.4,1
4,SDV,7081,35.0,1
4,SDV,7323,37.1666666667,1
4,SDV,7438,44.8333333333,1
4,SDV,7461,47.0,1
4,SDV,7514,69.2,1
4,SDV,7516,126.0,1
4,SDV,7517,182.666666667,1
4,SDV,7518,77.25,1
4,SDV,7519,52.6,1
4,SDV,7520,60.8333333333,1
4,SDV,7521,59.8333333333,1
4,SDV,7522,58.0,1
4,SDV,7523,68.6666666667,1
4,SDV,7524,67.2,1
4,SDV,7525,78.5,1
4,SDV,7526,74.4,1
4,SDV,8213,37.0,1
4,SDV,8214,45.8333333333,1
4,SDV,8215,59.6666666667,1
4,SDV,8222,72.5,1
4,SDV,8230,200.0,1
4,SDV,8236,60.0,1
4,SDV,8237,128.5,1
4,SDV,8239,55.8,1
4,SDV,8240,200.0,1
4,SDV,8241,73.5,1
4,SDV,8242,200.0,1
4,SDV,8245,33.6666666667,1
4,SDV,8247,70.8333333333,1
4,SDV,8254,51.0,1
4,SDV,8256,53.6666666667,1
4,SDV,8258,71.0,1
4,SDV,8259,62.8333333333,1
4,SDV,8264,37.4,1
4,SDV,8265,48.5,1
4,SDV,8270,47.6666666667,1
4,SDV,8271,56.5,1
4,SDV,8274,56.5,1
4,SDV,8275,81.0,1
4,SDV,8283,131.6,1
4,SDV,8284,67.3333333333,1
4,SDV,8285,59.0,1
4,SDV,8290,33.6,1
4,SDV,8296,56.8333333333,1
4,SDV,8297,68.6666666667,1
4,SDV,8300,92.0,1
4,SDV,8306,100.166666667,1
4,SDV,8310,57.5,1
4,SDV,8311,57.0,1
4,SDV,8312,46.8,1
4,SDV,8313,58.3333333333,1
4,SDV,8314,36.5,1
4,SDV,8323,58.8333333333,1
4,SDV,8325,47.0,1
4,SDV,8326,73.0,1
4,SDV,8329,39.0,1
4,SDV,8334,60.4,1
4,SDV,8335,83.3333333333,1
4,SDV,8337,36.25,1
4,SDV,8343,46.0,1
4,SDV,8351,95.0,1
4,SDV,8353,27.6,1
4,SDV,8357,40.2,1
4,SDV,8365,44.6,1
4,SDV,8369,76.0,1
4,SDV,8374,54.0,1
4,SDV,8376,73.3333333333,1
4,SDV,8378,44.0,1
4,SDV,8387,57.8,1
4,SDV,8388,40.5,1
4,SDV,8389,47.0,1
4,SDV,8395,49.1666666667,1
4,SDV,8411,69.0,1
4,SDV,8424,35.3333333333,1
5,FT10,100000,58.0,1
5,FT10,5837,57.0,1
5,FT10,6008,60.0,1
5,FT10,6009,98.0,1
5,FT10,6016,75.0,1
5,FT10,6040,71.0,1
5,FT10,6042,56.0,1
5,FT10,6043,90.0,1
5,FT10,6046,92.75,1
5,FT10,6064,95.5,1
5,FT10,6074,91.0,1
5,FT10,6243,56.0,1
5,FT10,6709,52.0,1
5,FT10,6897,62.0,1
5,FT10,6898,41.0,1
5,FT10,6899,54.0,1
5,FT10,6900,90.0,1
5,FT10,6901,86.0,1
5,FT10,6903,57.0,1
5,FT10,6904,65.75,1
5,FT10,6905,65.0,1
5,FT10,6906,43.0,1
5,FT10,6907,58.0,1
5,FT10,6908,49.0,1
5,FT10,6909,51.0,1
5,FT10,6910,49.0,1
5,FT10,6911,46.0,1
5,FT10,6913,99.0,1
5,FT10,6914,73.0,1
5,FT10,6915,53.0,1
5,FT10,6916,63.0,1
5,FT10,6917,121.0,1
5,FT10,6918,108.0,1
5,FT10,6919,71.0,1
5,FT10,6920,71.0,1
5,FT10,6921,64.0,1
5,FT10,6922,48.0,1
5,FT10,6923,44.0,1
5,FT10,6924,49.0,1
5,FT10,6926,49.0,1
5,FT10,6927,51.0,1
5,FT10,6928,55.0,1
5,FT10,6929,71.0,1
5,FT10,6930,49.0,1
5,FT10,6931,46.0,1
5,FT10,6932,51.0,1
5,FT10,6933,56.0,1
5,FT10,6936,67.25,1
5,FT10,6937,65.0,1
5,FT10,6939,49.0,1
5,FT10,6940,49.0,1
5,FT10,6942,46.0,1
5,FT10,6943,49.0,1
5,FT10,6944,49.0,1
5,FT10,6945,55.0,1
5,FT10,6946,62.0,1
5,FT10,6951,68.25,1
5,FT10,6956,69.0,1
5,FT10,6957,84.0,1
5,FT10,6958,49.0,1
5,FT10,6959,51.0,1
5,FT10,6960,47.0,1
5,FT10,6961,46.0,1
5,FT10,6962,52.0,1
5,FT10,6963,60.0,1
5,FT10,6964,93.0,1
5,FT10,6965,102.0,1
5,FT10,6966,53.0,1
5,FT10,6967,44.0,1
5,FT10,6968,71.0,1
5,FT10,6969,70.0,1
5,FT10,6970,48.0,1
5,FT10,6971,51.0,1
5,FT10,6972,63.0,1
5,FT10,6973,53.0,1
5,FT10,6974,103.25,1
5,FT10,6975,51.0,1
5,FT10,6976,56.0,1
5,FT10,6977,49.0,1
5,FT10,6978,49.0,1
5,FT10,6979,44.0,1
5,FT10,6980,51.0,1
5,FT10,6981,44.0,1
5,FT10,6982,49.0,1
5,FT10,6983,71.0,1
5,FT10,6984,53.0,1
5,FT10,6985,56.0,1
5,FT10,6988,47.5,1
5,FT10,7000,65.0,1
5,FT10,7014,92.0,1
5,FT10,7033,76.75,1
5,FT10,7062,46.0,1
5,FT10,7064,79.0,1
5,FT10,7081,46.0,1
5,FT10,7094,58.5,1
5,FT10,7123,59.5,1
5,FT10,7147,71.0,1
5,FT10,7163,57.0,1
5,FT10,7231,46.0,1
5,FT10,7255,46.0,1
5,FT10,7275,46.0,1
5,FT10,7282,51.0,1
5,FT10,7296,70.0,1
5,FT10,7306,60.0,1
5,FT10,7323,56.0,1
5,FT10,7346,64.0,1
5,FT10,7418,63.0,1
5,FT10,7424,43.0,1
5,FT10,7438,75.0,1
5,FT10,7460,49.0,1
5,FT10,7461,61.0,1
5,FT10,7477,59.0,1
5,FT10,7514,69.0,1
5,FT10,7515,49.0,1
5,FT10,7516,100.0,1
5,FT10,7517,106.75,1
5,FT10,7518,103.0,1
5,FT10,7519,76.0,1
5,FT10,7520,60.0,1
5,FT10,7521,60.0,1
5,FT10,7522,83.25,1
5,FT10,7523,57.0,1
5,FT10,7524,51.0,1
5,FT10,7525,46.0,1
5,FT10,7526,53.0,1
5,FT10,8213,44.0,1
5,FT10,8214,51.0,1
5,FT10,8215,51.0,1
5,FT10,8222,90.75,1
5,FT10,8230,100.428571429,1
5,FT10,8231,91.3333333333,1
5,FT10,8233,59.0,1
5,FT10,8235,60.0,1
5,FT10,8236,91.0,1
5,FT10,8237,97.0,1
5,FT10,8239,52.0,1
5,FT10,8240,93.3333333333,1
5,FT10,8241,72.5,1
5,FT10,8242,120.0,1
5,FT10,8243,66.0,1
5,FT10,8245,46.0,1
5,FT10,8247,87.25,1
5,FT10,8249,81.25,1
5,FT10,8254,52.0,1
5,FT10,8256,61.0,1
5,FT10,8258,73.0,1
5,FT10,8259,73.0,1
5,FT10,8264,46.0,1
5,FT10,8265,44.0,1
5,FT10,8266,99.75,1
5,FT10,8270,49.0,1
5,FT10,8271,49.0,1
5,FT10,8274,74.0,1
5,FT10,8275,67.5,1
5,FT10,8283,71.0,1
5,FT10,8284,60.5,1
5,FT10,8285,69.5,1
5,FT10,8290,50.0,1
5,FT10,8296,45.0,1
5,FT10,8297,73.0,1
5,FT10,8300,61.0,1
5,FT10,8306,96.75,1
5,FT10,8310,49.0,1
5,FT10,8311,49.0,1
5,FT10,8312,66.0,1
5,FT10,8313,49.0,1
5,FT10,8314,64.0,1
5,FT10,8323,51.0,1
5,FT10,8325,49.0,1
5,FT10,8326,67.75,1
5,FT10,8329,46.0,1
5,FT10,8334,64.0,1
5,FT10,8335,47.5,1
5,FT10,8337,70.0,1
5,FT10,8343,62.0,1
5,FT10,8351,78.0,1
5,FT10,8353,41.0,1
5,FT10,8354,69.5,1
5,FT10,8357,61.0,1
5,FT10,8365,51.0,1
5,FT10,8366,66.0,1
5,FT10,8369,76.0,1
5,FT10,8374,59.0,1
5,FT10,8376,84.0,1
5,FT10,8378,56.0,1
5,FT10,8387,51.6666666667,1
5,FT10,8388,60.0,1
5,FT10,8389,63.0,1
5,FT10,8395,68.5,1
5,FT10,8411,59.0,1
5,FT10,8420,56.0,1
5,FT10,8422,106.0,1
5,FT10,8423,69.5,1
5,FT10,8424,46.0,1
5,FT10,8426,49.0,1
5,FT10,8430,81.5,1
5,FT10,9057,76.0,1
5,FT10,9058,101.0,1
6,FT16,100000,35.0,1
6,FT16,5837,49.75,1
6,FT16,6008,41.0,1
6,FT16,6009,151.5,1
6,FT16,6016,101.5,1
6,FT16,6040,92.75,1
6,FT16,6042,35.0,1
6,FT16,6043,173.667,1
6,FT16,6046,149.333,1
6,FT16,6064,201.0,1
6,FT16,6074,97.0,1
6,FT16,6243,41.25,1
6,FT16,6709,43.0,1
6,FT16,6897,55.75,1
6,FT16,6898,25.5,1
6,FT16,6899,34.0,1
6,FT16,6900,170.667,1
6,FT16,6901,169.0,1
6,FT16,6903,51.25,1
6,FT16,6904,77.0,1
6,FT16,6905,50.5,1
6,FT16,6906,37.25,1
6,FT16,6907,56.5,1
6,FT16,6908,48.5,1
6,FT16,6909,32.0,1
6,FT16,6910,37.0,1
6,FT16,6911,52.75,1
6,FT16,6913,252.5,1
6,FT16,6914,84.75,1
6,FT16,6915,47.75,1
6,FT16,6916,35.5,1
6,FT16,6917,221.5,1
6,FT16,6918,135.0,1
6,FT16,6919,45.5,1
6,FT16,6920,98.3333,1
6,FT16,6921,97.5,1
6,FT16,6922,31.0,1
